1,0,0,-0.0110434,0.333192,0.00133211,3.66745,3.7249,3.90471,4.23806,4.79287,5.71461,7.35186,10.7623,21.2808,200,41.9099,21.3608,14.6314,11.3894,9.56129,8.4604,7.79937,7.44393,7.33256
1,0,0,-0.0110434,0.333192,0.00133211,3.66745,3.7249,3.90471,4.23806,4.79287,5.71461,7.35186,10.7623,21.2808,200,41.9099,21.3608,14.6314,11.3894,9.56129,8.4604,7.79937,7.44393,7.33256
1,0,0,-0.0110434,0.333192,0.00133211,3.66745,3.7249,3.90471,4.23806,4.79287,5.71461,7.35186,10.7623,21.2808,200,41.9099,21.3608,14.6314,11.3894,9.56129,8.4604,7.79937,7.44393,7.33256
1,0,0,-0.0110434,0.333192,0.00133211,3.66745,3.7249,3.90471,4.23806,4.79287,5.71461,7.35186,10.7623,21.2808,200,41.9099,21.3608,14.6314,11.3894,9.56129,8.4604,7.79937,7.44393,7.33256
1,0,0,-0.0110434,0.333192,0.00133211,3.66745,3.7249,3.90471,4.23806,4.79287,5.71461,7.35186,10.7623,21.2808,200,41.9099,21.3608,14.6314,11.3894,9.56129,8.4604,7.79937,7.44393,7.33256
1,0,0,-0.0110434,0.333192,0.00133211,3.66745,3.7249,3.90471,4.23806,4.79287,5.71461,7.35186,10.7623,21.2808,200,41.9099,21.3608,14.6314,11.3894,9.56129,8.4604,7.79937,7.44393,7.33256
1,0,0,-0.0110434,0.333192,0.00133211,3.66745,3.7249,3.90471,4.23806,4.79287,5.71461,7.35186,10.7623,21.2808,200,41.9099,21.3608,14.6314,11.3894,9.56129,8.4604,7.79937,7.44393,7.33256
1,0,0,-0.0110434,0.333192,0.00133211,3.66745,3.7249,3.90471,4.23806,4.79287,5.71461,7.35186,10.7623,21.2808,200,41.9099,21.3608,14.6314,11.3894,9.56129,8.4604,7.79937,7.44393,7.33256
1,0,0,-0.0110434,0.333192,0.00133211,3.66745,3.7249,3.90471,4.23806,4.79287,5.71461,7.35186,10.7623,21.2808,200,41.9099,21.3608,14.6314,11.3894,9.56129,8.4604,7.79937,7.44393,7.33256
1,0,0,-0.0110434,0.333192,0.00133211,3.66745,3.7249,3.90471,4.23806,4.79287,5.71461,7.35186,10.7623,21.2808,200,41.9099,21.3608,14.6314,11.3894,9.56129,8.4604,7.79937,7.44393,7.33256
