ACCELERATION,BRAKE,STEERING,SPEED,TRACK_POSITION,ANGLE_TO_TRACK_AXIS,TRACK_EDGE_0,TRACK_EDGE_1,TRACK_EDGE_2,TRACK_EDGE_3,TRACK_EDGE_4,TRACK_EDGE_5,TRACK_EDGE_6,TRACK_EDGE_7,TRACK_EDGE_8,TRACK_EDGE_9,TRACK_EDGE_10,TRACK_EDGE_11,TRACK_EDGE_12,TRACK_EDGE_13,TRACK_EDGE_14,TRACK_EDGE_15,TRACK_EDGE_16,TRACK_EDGE_17,TRACK_EDGE_18
1,0,0,8.00003,0.333335,3.02E-07,3.99999,4.0617,4.2567,4.61879,5.22162,6.22289,7.99999,11.6952,23.0351,200,46.0701,23.3904,16,12.4458,10.4433,9.23761,8.51343,8.12342,8.00001
1,0,0,8.89458,0.333335,3.02E-07,3.99999,4.0617,4.2567,4.61879,5.22162,6.22289,7.99999,11.6952,23.0351,200,46.0701,23.3904,16,12.4458,10.4433,9.23761,8.51343,8.12342,8.00001
1,0,0,9.74419,0.333335,3.02E-07,3.99999,4.0617,4.2567,4.61879,5.22162,6.22289,7.99999,11.6952,23.0351,200,46.0701,23.3904,16,12.4458,10.4433,9.23761,8.51343,8.12342,8.00001
1,0,0,10.6215,0.333335,3.02E-07,3.99999,4.0617,4.2567,4.61879,5.22162,6.22289,7.99999,11.6952,23.0351,200,46.0701,23.3904,16,12.4458,10.4433,9.23761,8.51343,8.12342,8.00001
1,0,0,11.5569,0.333335,3.02E-07,3.99999,4.0617,4.2567,4.61879,5.22162,6.22289,7.99999,11.6952,23.0351,200,46.0701,23.3904,16,12.4458,10.4433,9.23761,8.51343,8.12342,8.00001
1,0,0,12.3128,0.333335,3.02E-07,3.99999,4.0617,4.2567,4.61879,5.22162,6.22289,7.99999,11.6952,23.0351,200,46.0701,23.3904,16,12.4458,10.4433,9.23761,8.51343,8.12342,8.00001
1,0,0,13.0787,0.333335,3.02E-07,3.99999,4.0617,4.2567,4.61879,5.22162,6.22289,7.99999,11.6952,23.0351,200,46.0701,23.3904,16,12.4458,10.4433,9.23761,8.51343,8.12342,8.00001
1,0,0,13.8689,0.333335,3.02E-07,3.99999,4.0617,4.2567,4.61879,5.22162,6.22289,7.99999,11.6952,23.0351,200,46.0701,23.3904,16,12.4458,10.4433,9.23761,8.51343,8.12342,8.00001
1,0,0,14.673,0.333335,3.02E-07,3.99999,4.0617,4.2567,4.61879,5.22162,6.22288,7.99999,11.6952,23.0351,200,46.0701,23.3904,16,12.4458,10.4433,9.23761,8.51343,8.12342,8.00001
1,0,0,15.4725,0.333335,3.02E-07,3.99999,4.0617,4.2567,4.61879,5.22162,6.22288,7.99999,11.6952,23.0351,200,46.0701,23.3904,16,12.4458,10.4433,9.23761,8.51343,8.12342,8.00001
1,0,0,16.2437,0.333335,3.02E-07,3.99999,4.0617,4.2567,4.61879,5.22162,6.22288,7.99999,11.6952,23.0351,200,46.0701,23.3904,16,12.4458,10.4433,9.23761,8.51343,8.12342,8.00001
1,0,0,17.0019,0.333335,3.02E-07,3.99999,4.0617,4.2567,4.61879,5.22162,6.22288,7.99998,11.6952,23.0351,200,46.0702,23.3904,16,12.4458,10.4433,9.23762,8.51343,8.12342,8.00001
1,0,0,17.7314,0.333335,3.02E-07,3.99999,4.0617,4.2567,4.61879,5.22162,6.22288,7.99998,11.6952,23.0351,200,46.0701,23.3904,16,12.4458,10.4433,9.23762,8.51343,8.12342,8.00001
1,0,0,18.4756,0.333335,3.02E-07,3.99999,4.0617,4.2567,4.61879,5.22162,6.22288,7.99998,11.6952,23.0351,200,46.0702,23.3905,16,12.4458,10.4433,9.23762,8.51343,8.12342,8.00001
1,0,0,19.2327,0.333335,3.02E-07,3.99999,4.0617,4.2567,4.61879,5.22162,6.22288,7.99998,11.6952,23.0351,200,46.0702,23.3905,16,12.4458,10.4433,9.23762,8.51343,8.12342,8.00001
1,0,0,20.0158,0.333335,3.02E-07,3.99999,4.06169,4.2567,4.61879,5.22161,6.22288,7.99998,11.6952,23.0351,200,46.0702,23.3905,16,12.4458,10.4433,9.23762,8.51343,8.12343,8.00001
1,0,0,20.94,0.333335,3.02E-07,3.99999,4.06169,4.2567,4.61879,5.22161,6.22288,7.99998,11.6952,23.0351,200,46.0702,23.3905,16,12.4458,10.4433,9.23762,8.51344,8.12343,8.00001
1,0,0,21.7365,0.333336,3.02E-07,3.99999,4.06169,4.2567,4.61879,5.22161,6.22288,7.99998,11.6952,23.035,200,46.0702,23.3905,16,12.4458,10.4433,9.23762,8.51344,8.12343,8.00001
1,0,0,22.5338,0.333336,3.02E-07,3.99999,4.06169,4.2567,4.61879,5.22161,6.22288,7.99998,11.6952,23.035,200,46.0702,23.3905,16,12.4458,10.4433,9.23762,8.51344,8.12343,8.00001
1,0,0,23.3296,0.333336,3.02E-07,3.99999,4.06169,4.2567,4.61879,5.22161,6.22288,7.99998,11.6952,23.035,200,46.0702,23.3905,16,12.4458,10.4433,9.23762,8.51344,8.12343,8.00001
1,0,0,24.137,0.333336,3.02E-07,3.99999,4.06169,4.2567,4.61879,5.22161,6.22288,7.99998,11.6952,23.035,200,46.0702,23.3905,16,12.4458,10.4433,9.23762,8.51344,8.12343,8.00001
1,0,0,24.9627,0.333336,3.02E-07,3.99998,4.06169,4.2567,4.61879,5.22161,6.22287,7.99998,11.6952,23.035,200,46.0702,23.3905,16,12.4458,10.4433,9.23762,8.51344,8.12343,8.00002
1,0,0,25.8083,0.333336,3.02E-07,3.99998,4.06169,4.2567,4.61879,5.22161,6.22287,7.99998,11.6952,23.035,200,46.0702,23.3905,16,12.4458,10.4433,9.23762,8.51344,8.12343,8.00002
1,0,0,26.6725,0.333336,3.02E-07,3.99998,4.06169,4.25669,4.61878,5.22161,6.22287,7.99997,11.6952,23.035,200,46.0702,23.3905,16,12.4458,10.4433,9.23762,8.51344,8.12343,8.00002
1,0,0,27.5522,0.333336,3.02E-07,3.99998,4.06169,4.25669,4.61878,5.22161,6.22287,7.99997,11.6952,23.035,200,46.0702,23.3905,16,12.4458,10.4433,9.23762,8.51344,8.12343,8.00002
1,0,0,28.4437,0.333336,3.02E-07,3.99998,4.06169,4.25669,4.61878,5.22161,6.22287,7.99997,11.6952,23.035,200,46.0702,23.3905,16,12.4458,10.4433,9.23762,8.51344,8.12343,8.00002
1,0,0,29.3437,0.333336,3.02E-07,3.99998,4.06169,4.25669,4.61878,5.22161,6.22287,7.99997,11.6952,23.035,200,46.0702,23.3905,16,12.4458,10.4433,9.23763,8.51344,8.12343,8.00002
1,0,0,30.2514,0.333337,3.02E-07,3.99998,4.06169,4.25669,4.61878,5.22161,6.22287,7.99997,11.6952,23.035,200,46.0702,23.3905,16,12.4458,10.4433,9.23763,8.51344,8.12343,8.00002
1,0,0,31.1676,0.333337,3.02E-07,3.99998,4.06169,4.25669,4.61878,5.22161,6.22287,7.99997,11.6952,23.035,200,46.0702,23.3905,16,12.4458,10.4433,9.23763,8.51344,8.12343,8.00002
1,0,0,32.0931,0.333337,3.02E-07,3.99998,4.06169,4.25669,4.61878,5.22161,6.22287,7.99997,11.6952,23.035,200,46.0702,23.3905,16,12.4458,10.4433,9.23763,8.51344,8.12343,8.00002
1,0,0,33.0283,0.333337,3.02E-07,3.99998,4.06169,4.25669,4.61878,5.2216,6.22287,7.99996,11.6952,23.035,200,46.0702,23.3905,16,12.4458,10.4433,9.23763,8.51344,8.12343,8.00002
1,0,0,33.973,0.333337,3.02E-07,3.99998,4.06168,4.25669,4.61878,5.2216,6.22286,7.99996,11.6952,23.035,200,46.0702,23.3905,16,12.4458,10.4433,9.23763,8.51344,8.12344,8.00002
1,0,0,34.9263,0.333337,3.02E-07,3.99998,4.06168,4.25669,4.61878,5.2216,6.22286,7.99996,11.6952,23.035,200,46.0702,23.3905,16,12.4458,10.4433,9.23763,8.51344,8.12344,8.00002
1,0,0,35.8876,0.333415,4.12E-06,3.99951,4.06121,4.2562,4.61825,5.22101,6.22217,7.99908,11.6939,23.0328,200,46.0719,23.3916,16.0009,12.4465,10.4439,9.23815,8.51393,8.1239,8.00049
1,0,0,36.8567,0.333415,4.12E-06,3.99951,4.06121,4.2562,4.61825,5.22101,6.22217,7.99908,11.6939,23.0328,200,46.0719,23.3916,16.0009,12.4465,10.4439,9.23815,8.51393,8.1239,8.00049
1,0,0,37.8336,0.333415,4.12E-06,3.99951,4.06121,4.2562,4.61825,5.22101,6.22217,7.99908,11.6939,23.0328,200,46.0719,23.3916,16.0009,12.4465,10.4439,9.23815,8.51393,8.1239,8.00049
1,0,0,38.8182,0.333415,4.12E-06,3.99951,4.06121,4.2562,4.61825,5.22101,6.22217,7.99908,11.6939,23.0328,200,46.0719,23.3916,16.0009,12.4465,10.4439,9.23815,8.51393,8.1239,8.00049
1,0,0,39.8109,0.333415,4.12E-06,3.99951,4.06121,4.2562,4.61825,5.22101,6.22217,7.99908,11.6939,23.0328,200,46.0719,23.3916,16.0009,12.4465,10.4439,9.23815,8.51393,8.1239,8.00049
1,0,0,40.8116,0.333415,4.12E-06,3.99951,4.06121,4.2562,4.61825,5.22101,6.22217,7.99908,11.6939,23.0328,200,46.0719,23.3916,16.0009,12.4465,10.4439,9.23815,8.51393,8.1239,8.00049
1,0,0,41.8179,0.333415,4.12E-06,3.99951,4.06121,4.2562,4.61825,5.22101,6.22217,7.99908,11.6939,23.0328,200,46.0719,23.3916,16.0009,12.4465,10.4439,9.23815,8.51393,8.1239,8.00049
1,0,0,42.8246,0.333415,4.12E-06,3.99951,4.06121,4.2562,4.61825,5.22101,6.22217,7.99908,11.6939,23.0328,200,46.0719,23.3916,16.0009,12.4465,10.4439,9.23815,8.51393,8.1239,8.00049
1,0,0,43.9096,0.333415,4.12E-06,3.99951,4.06121,4.2562,4.61825,5.22101,6.22217,7.99908,11.6939,23.0328,200,46.0719,23.3916,16.0009,12.4465,10.4439,9.23815,8.51393,8.1239,8.00049
1,0,0,44.8352,0.333415,4.12E-06,3.99951,4.06121,4.2562,4.61825,5.22101,6.22217,7.99908,11.6939,23.0328,200,46.0719,23.3916,16.0009,12.4465,10.4439,9.23815,8.51393,8.1239,8.00049
1,0,0,45.5179,0.333415,4.12E-06,3.99951,4.06121,4.2562,4.61825,5.22101,6.22217,7.99908,11.6939,23.0328,200,46.0719,23.3916,16.0009,12.4465,10.4439,9.23815,8.51393,8.1239,8.00049
1,0,0,46.0737,0.333415,4.12E-06,3.99951,4.06121,4.2562,4.61825,5.22101,6.22217,7.99908,11.6939,23.0328,200,46.0719,23.3916,16.0009,12.4465,10.4439,9.23815,8.51393,8.1239,8.00049
1,0,0,46.5897,0.333415,4.12E-06,3.99951,4.06121,4.2562,4.61825,5.22101,6.22217,7.99908,11.6939,23.0328,200,46.0719,23.3916,16.0009,12.4465,10.4439,9.23815,8.51393,8.1239,8.00049
1,0,0,47.0863,0.333415,4.12E-06,3.99951,4.06121,4.2562,4.61825,5.22101,6.22217,7.99908,11.6939,23.0328,200,46.0719,23.3916,16.0009,12.4465,10.4439,9.23815,8.51393,8.1239,8.00049
1,0,0,47.5734,0.333415,4.12E-06,3.99951,4.06121,4.2562,4.61825,5.22101,6.22217,7.99908,11.6939,23.0328,200,46.0719,23.3916,16.0009,12.4465,10.4439,9.23815,8.51393,8.1239,8.00049
1,0,0,48.0565,0.333415,4.12E-06,3.99951,4.06121,4.2562,4.61825,5.22101,6.22217,7.99908,11.6939,23.0328,200,46.0719,23.3916,16.0009,12.4465,10.4439,9.23815,8.51393,8.1239,8.00049
1,0,0,48.5393,0.333415,4.12E-06,3.99951,4.06121,4.2562,4.61825,5.22101,6.22217,7.99908,11.6939,23.0328,200,46.0719,23.3916,16.0009,12.4465,10.4439,9.23815,8.51393,8.1239,8.00049
1,0,0,49.0236,0.333415,4.12E-06,3.99951,4.06121,4.2562,4.61825,5.22101,6.22217,7.99908,11.6939,23.0328,200,46.0719,23.3916,16.0009,12.4465,10.4439,9.23815,8.51393,8.1239,8.00049
1,0,0,49.5104,0.333415,4.12E-06,3.99951,4.06121,4.2562,4.61825,5.22101,6.22217,7.99908,11.6939,23.0328,200,46.0719,23.3916,16.0009,12.4465,10.4439,9.23815,8.51393,8.1239,8.00049
1,0,0,50.0003,0.333415,4.12E-06,3.99951,4.06121,4.2562,4.61825,5.22101,6.22217,7.99908,11.6939,23.0328,200,46.0719,23.3916,16.0009,12.4465,10.4439,9.23815,8.51393,8.1239,8.00049
1,0,0,50.4931,0.333415,4.12E-06,3.99951,4.06121,4.2562,4.61825,5.22101,6.22217,7.99908,11.6939,23.0328,200,46.0719,23.3916,16.0009,12.4465,10.4439,9.23815,8.51393,8.1239,8.00049
1,0,0,50.9886,0.333415,4.12E-06,3.99951,4.06121,4.2562,4.61825,5.22101,6.22217,7.99908,11.6939,23.0328,200,46.0719,23.3916,16.0009,12.4465,10.4439,9.23814,8.51393,8.1239,8.00049
1,0,0,51.4869,0.333415,4.12E-06,3.99951,4.06121,4.2562,4.61825,5.22101,6.22217,7.99908,11.6939,23.0328,200,46.0719,23.3916,16.0009,12.4465,10.4439,9.23815,8.51393,8.1239,8.00049
1,0,0,51.988,0.333415,4.12E-06,3.99951,4.06121,4.2562,4.61825,5.22101,6.22217,7.99908,11.6939,23.0328,200,46.0719,23.3916,16.0009,12.4465,10.4439,9.23815,8.51393,8.1239,8.00049
1,0,0,52.4919,0.333415,4.12E-06,3.99951,4.06121,4.2562,4.61825,5.22101,6.22217,7.99908,11.6939,23.0328,200,46.0719,23.3916,16.0009,12.4465,10.4439,9.23815,8.51393,8.1239,8.00049
1,0,0,52.9704,0.333415,4.12E-06,3.99951,4.06121,4.2562,4.61825,5.22101,6.22217,7.99908,11.6939,23.0328,200,46.0719,23.3916,16.0009,12.4465,10.4439,9.23815,8.51393,8.1239,8.00049
1,0,0,53.4414,0.333415,4.12E-06,3.99951,4.06121,4.2562,4.61825,5.22101,6.22217,7.99908,11.6939,23.0328,200,46.0719,23.3916,16.0009,12.4465,10.4439,9.23815,8.51393,8.1239,8.00049
1,0,0,53.9157,0.333415,4.12E-06,3.99951,4.06121,4.2562,4.61825,5.22101,6.22217,7.99908,11.6939,23.0328,200,46.0719,23.3916,16.0009,12.4465,10.4439,9.23815,8.51393,8.1239,8.00049
1,0,0,54.3935,0.333415,4.12E-06,3.99951,4.06121,4.2562,4.61825,5.22101,6.22217,7.99908,11.6939,23.0328,200,46.0719,23.3916,16.0009,12.4465,10.4439,9.23815,8.51393,8.1239,8.00049
1,0,0,54.8747,0.333415,4.12E-06,3.99951,4.06121,4.2562,4.61825,5.22101,6.22217,7.99908,11.6939,23.0328,200,46.0719,23.3916,16.0009,12.4465,10.4439,9.23815,8.51393,8.1239,8.00049
