SPEED,TRACK_POSITION,ANGLE_TO_TRACK_AXIS,TRACK_EDGE_0,TRACK_EDGE_1,TRACK_EDGE_2,TRACK_EDGE_3,TRACK_EDGE_4,TRACK_EDGE_5,TRACK_EDGE_6,TRACK_EDGE_7,TRACK_EDGE_8,TRACK_EDGE_9,TRACK_EDGE_10,TRACK_EDGE_11,TRACK_EDGE_12,TRACK_EDGE_13,TRACK_EDGE_14,TRACK_EDGE_15,TRACK_EDGE_16,TRACK_EDGE_17,TRACK_EDGE_18,ACCELERATION,BRAKE,STEERING
-0.013440086746495168,-0.04575388769560698,0.020122204871824888,5.006999335806963,5.069426022998591,5.326536016773232,5.772917589063675,6.51057183362456,7.757218594953128,10.01567928303353,14.621654822394028,28.835730579815593,199.96847514999396,28.76329163604879,14.563940181362328,9.968635361500212,7.774620832592239,6.52187008209557,5.786032035776794,5.33195882287685,5.04745638131968,5.01184595244001,1.0,0.0,-1.6378514771737686e-05
-0.06902105912863647,-0.024563898408765415,-0.06305703743673026,4.9846475652435185,5.05924219286925,5.344454667803783,5.76131278348735,6.552023736385883,7.785460664927844,9.990187246571042,14.659975289717044,28.85461894221647,200.0034083698213,28.71647887323882,14.649661759473327,9.975080179260392,7.79363027281957,6.517414744903037,5.759093348782915,5.351232095904395,5.03329166406706,5.013776834246575,1.0,0.0,-1.6378514771737686e-05
-0.008567144095483481,-0.02071966913699621,0.028836057385578522,5.016195896587346,5.092607059622194,5.324063539519473,5.793042658002079,6.554030918221097,7.762155042393587,9.988254822612223,14.636263982971176,28.871705506238346,200.0186913322386,28.75783675104432,14.608648343689387,10.023938796176719,7.772361409396557,6.539790928042803,5.794158084719727,5.306566588483194,5.1236325461685315,5.035717021655947,1.0,0.0,-1.6378514771737686e-05
-0.023226153465092342,-0.025756593824318205,0.00597228288471153,4.959788702370628,5.098754144842286,5.312324867598341,5.8116481218523335,6.522398569846015,7.816739519691419,10.030845209406667,14.636761622724606,28.850853289609784,199.99072554667808,28.724256371668652,14.583773174316317,9.978192325483448,7.820487724406492,6.484660525445357,5.776504378669645,5.327980651822707,5.044791902625331,5.011368179509111,1.0,0.0,-1.6378514771737686e-05
-0.0816137179355069,0.01018276860884644,0.047279446129294314,5.000333842368916,5.050196091425425,5.337408082854899,5.749261907751051,6.542333543370359,7.780599281917221,9.989243998374105,14.612285312160942,28.900318055299383,199.99487157742743,28.69758126192523,14.601620626697235,9.958776978308693,7.781940339793093,6.496165735340186,5.775781431475386,5.286314333537062,5.062967780972984,5.034038792991703,1.0,0.0,-1.6378514771737686e-05
-0.009317436589151334,0.017442629142525964,0.016326346547933898,5.0252662451492,5.091550610899774,5.3578545607731165,5.746495761478999,6.543339734167484,7.755255286768368,10.026490882774317,14.656420653242895,28.83228483060076,199.98206552415613,28.686214825049984,14.60543264507976,9.954275074428704,7.754823746952753,6.525589853666787,5.775752687591898,5.325596916761377,5.122415092467465,4.9870858417012105,1.0,0.0,-1.6378514771737686e-05
-0.02881043976195654,0.015371678663964314,0.029784534461427592,4.996512349970723,5.099327850104458,5.306086118537335,5.759266760582217,6.5363728143972395,7.784026494463748,9.988446706487592,14.605910066904723,28.857920461913135,199.9510788669607,28.74449016481028,14.603536296795067,10.008206342254411,7.797123725874018,6.511853856540928,5.751162176920735,5.324315869495181,5.05919260278217,5.010877988212639,1.0,0.0,-1.6378514771737686e-05
-0.03908180096639634,-0.04814383421563957,0.03932398028637172,5.003913365770248,5.064158449361834,5.339330419963661,5.857033404541282,6.586485491510581,7.797721641459083,10.032864267630051,14.604862288313074,28.897589010428558,199.97800265127006,28.6804610325931,14.617219753442042,9.996396154355082,7.763598383864696,6.513814737132498,5.783312353310773,5.299424305903708,5.085372040599251,5.028126614362764,1.0,0.0,-1.6378514771737686e-05
-0.06087053510388333,0.015174426660859885,0.005369957193293367,5.021284449741169,5.074724007266328,5.34267500247324,5.763493585839935,6.579309834544797,7.8270543135672055,9.993483101882278,14.687237090304304,28.880119012882595,199.97050884440665,28.68881662716427,14.577129712456719,9.970301777317308,7.737797721110111,6.529925036159899,5.7583479863577685,5.336839611875342,5.078659055299288,5.003507268751064,1.0,0.0,-1.6378514771737686e-05
0.004609914479470628,-0.031208710599682398,-0.007145098762593854,4.990686511140098,5.098256700778722,5.300204639010237,5.774468734827905,6.5136492682831,7.769039676059795,9.991550615254647,14.63203967099168,28.85477811037242,199.99305910844586,28.762024721429277,14.601971505843075,9.971093852047604,7.758158113751361,6.496470196229284,5.786357628109088,5.325844131388691,5.060313907965503,4.957222145065359,1.0,0.0,-1.6378514771737686e-05
-0.047109088200054286,0.009453736940107663,-0.04630296736596693,4.964393166322419,5.048521796144566,5.27506982636205,5.759571106261973,6.540628241468284,7.785186060794137,10.022357972427574,14.615250990454353,28.879463221017595,200.02126305573447,28.74906669344195,14.609845143195308,10.030013755260192,7.716806444979861,6.536308561915234,5.749669362315959,5.338583838326991,5.095078046188192,5.045716604252276,1.0,0.0,-1.6378514771737686e-05
-0.04679528755996489,0.0023623011399546683,-0.02713481288328015,5.004188787491764,5.077916681845466,5.306256897698224,5.826200636179256,6.543186810686112,7.775655093234893,9.998670429491861,14.60499256809312,28.868228246520427,200.0264695695123,28.766754065147698,14.599162673057188,9.945840365957556,7.734206071793854,6.517801041964863,5.749879257551723,5.340471868504339,5.086632104326566,4.983300262290225,1.0,0.0,-1.6378514771737686e-05
-0.048049738905725815,0.014520903663113875,0.028579314524194672,5.014725585474426,5.077305241603428,5.311203935332938,5.7985484459273815,6.571980284320486,7.805754838994056,9.992775521553598,14.653675534590944,28.87834059861168,200.02210931058082,28.707574125081628,14.626507257580386,10.016140064111084,7.793334412499755,6.526523614160282,5.768863774420555,5.320509873322439,5.087917081752373,5.017905343334304,1.0,0.0,-1.6378514771737686e-05
-0.048147978509895197,0.016658845722698427,0.03060432384726162,4.996188113534468,5.088699508951314,5.344434355902574,5.805688231681601,6.535189000536115,7.733173102117376,10.028961053716293,14.6626661759997,28.8543983109119,200.0265486256353,28.74211512871916,14.576351972853473,9.999364769789967,7.796160263616694,6.550072018904786,5.782943655331946,5.32517928457097,5.105412347815047,5.0087392254353995,1.0,0.0,-1.6378514771737686e-05
-0.07134036073604495,-0.0006227824365010928,0.002377220466953698,5.009386648552414,5.078305120605825,5.302737856127981,5.731704887739899,6.50126275013332,7.799896037649651,9.981400447699855,14.647201713605877,28.83243988205868,199.96267038531764,28.711985102709072,14.600478655749827,9.966287202639945,7.768981462813996,6.499407209230427,5.74170812546223,5.369395010565557,5.104295486576592,5.028415735773906,1.0,0.0,-1.6378514771737686e-05
-0.056021925117330076,-0.010075601713415245,-0.01346566448832789,5.016053494182669,5.112036291988648,5.323099092251246,5.773443423151408,6.533815698339543,7.778599129211225,10.028426395018112,14.635633418775926,28.822539603762475,200.01703616502107,28.740134699839228,14.595018358660697,10.027642510958424,7.794108114357496,6.53504861959452,5.789408260211502,5.296641512577063,5.030001909313063,4.988184932103399,1.0,0.0,-1.6378514771737686e-05
-0.03602695962466731,-0.025741526991118355,-0.0202986551581812,4.993452542479377,5.123160061695308,5.318692750009156,5.789572765520985,6.5472450340193,7.780327310978726,10.052330157592788,14.664402489889438,28.8291737859769,199.97949097223997,28.73559959451112,14.643502358980268,9.963978212585141,7.764171640735042,6.521936725409893,5.796343885913717,5.295486245986674,5.055076939213603,5.032774546361889,1.0,0.0,-1.6378514771737686e-05
-0.02887659005233311,0.016556427956333167,-0.04677779076095853,4.990152392054593,5.093253127631462,5.3096015553250355,5.789634299787486,6.544152046018392,7.7852795475365415,10.00754949616022,14.672949462334138,28.869698873035738,200.02182479957057,28.69985714505211,14.607838312998185,9.967996123534835,7.756573965653958,6.522129193670048,5.777846967961918,5.291130559097724,5.099511451109908,5.018603045385228,1.0,0.0,-1.6378514771737686e-05
-0.038628804599596805,-0.02848920675253168,0.0659630933845557,4.909768538387068,5.061935167448825,5.292036656339715,5.74403407491223,6.5309346922056735,7.748695880350571,10.055123859947013,14.629779642864223,28.893049324843666,200.02908993585967,28.7810477061427,14.60767141184408,10.004879524859472,7.794412045392945,6.558418671928292,5.802947260730313,5.278638693270139,5.069855997862866,4.99195936121281,1.0,0.0,-1.6378514771737686e-05
